"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP DISCOUNT %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Values","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account"
2100256,"POMS40-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 40 T","Acetal",1,1,989.6,,,,,,21,989.6,,,"Sheet","Each","Thickness","40 mm",1583.36,2000,1000,40,,"Sheet","Black",,,,,,
2100258,"POMS45-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 45 T","Acetal",1,1,1139.8,,,,,,21,1139.8,,,"Sheet","Each","Thickness","45 mm",1823.68,2000,1000,45,,"Sheet","Black",,,,,,
2100259,"POMS50-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 50 T","Acetal",1,1,1237.3,,,,,,21,1237.3,,,"Sheet","Each","Thickness","50 mm",1979.68,2000,1000,50,,"Sheet","Black",,,,,,
2100261,"POMS60-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 60 T","Acetal",1,1,1483.9,,,,,,21,1483.9,,,"Sheet","Each","Thickness","60 mm",2374.24,2000,1000,60,,"Sheet","Black",,,,,,
2100263,"POMS70-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 70 T","Acetal",1,1,1731.6,,,,,,21,1731.6,,,"Sheet","Each","Thickness","70 mm",2424.24,2000,1000,70,,"Sheet","Black",,,,,,
2100265,"POMS80-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 80 T","Acetal",1,1,1979.1,,,,,,21,1979.1,,,"Sheet","Each","Thickness","80 mm",2770.74,2000,1000,80,,"Sheet","Black",,,,,,
2100267,"POMS90-BLK","Acetal Pom C Black Sheet 2000 x 1000  x 90 T","Acetal",1,1,2226.8,,,,,,21,2226.8,,,"Sheet","Each","Thickness","90 mm",3117.52,2000,1000,90,,"Sheet","Black",,,,,,
2100289,"R100-BLK","Black Cast Nylon Rod 100 dia x 1000  L","Black Nylon",1,1,89,,,,,,21,89,,,"Rod","Each","dia","90 mm",169.1,1000,,,90,"Rod","Black",,,,,,
2100298,"R125-BLK","Black Cast Nylon Rod 125 dia x 1000  L","Moly Filled Nylon",1,1,150.5,,,,,,21,150.5,,,"Rod","Each","dia","125 mm",270.9,1000,,,125,"Rod","Black",,,"Pre-order",,,
2100300,"R125-MOLY","Moly Filled Cast Nylon Rod 125 dia x 1000  L","Moly Filled Nylon",1,1,150.5,,,,,,21,150.5,,,"Rod","Each","dia","125 mm",270.9,1000,,,125,"Rod","Black",,,,,,
2100302,"R130-BLK","Black Cast Nylon Rod 130 dia x 1000  L","Moly Filled Nylon",1,1,160,,,,,,21,160,,,"Rod","Each","dia","130 mm",288,1000,,,130,"Rod","Black",,,"Pre-order",,,
2100304,"R130-MOLY","Moly Filled Cast Nylon Rod 130 dia x 1000  L","Moly Filled Nylon",1,1,160,,,,,,21,160,,,"Rod","Each","dia","130 mm",288,1000,,,130,"Rod","Black",,,,,,
2100307,"R150-BLK","Black Cast Nylon Rod 150 dia x 1000  L","Moly Filled Nylon",1,1,215.32,,,,,,21,215.32,,,"Rod","Each","dia","150 mm",387.58,1000,,,150,"Rod","Black",,,"Pre-order",,,
2100309,"R150-MOLY","Moly Filled Cast Nylon Rod 150 dia x 1000  L","Moly Filled Nylon",1,1,215.32,,,,,,21,215.32,,,"Rod","Each","dia","150 mm",387.58,1000,,,150,"Rod","Black",,,,,,
2100311,"R180-BLK","Black Cast Nylon Rod 180 dia x 1000  L","Moly Filled Nylon",1,1,288,,,,,,21,288,,,"Rod","Each","dia","180 mm",518.4,1000,,,180,"Rod","Black",,,"Pre-order",,,
2100314,"R200-BLK","Black Cast Nylon Rod 200 dia x 1000  L","Moly Filled Nylon",1,1,356,,,,,,21,356,,,"Rod","Each","dia","200 mm",569.6,1000,,,200,"Rod","Black",,,"Pre-order",,,
2100317,"R250-BLK","Black Cast Nylon Rod 250 dia x 600 L","Moly Filled Nylon",1,1,335.52,,,,,,21,335.52,,,"Rod","Each","dia","250 mm",536.83,600,,,250,"Rod","Black",,,"Pre-order",,,
2100319,"R250-MOLY","Moly Filled Cast Nylon Rod 250 dia x 600 L","Moly Filled Nylon",1,1,335.52,,,,,,21,335.52,,,"Rod","Each","dia","250 mm",536.83,600,,,250,"Rod","Black",,,,,,
2100321,"R30-BLK","Black Cast Nylon Rod 30 dia x 1000  L","Moly Filled Nylon",1,1,9.5,,,,,,21,9.5,,,"Rod","Each","dia","30 mm",18.05,1000,,,30,"Rod","Black",,,"Pre-order",,,
2100323,"R30-MOLY","Moly Filled Cast Nylon Rod 30 dia x 1000  L","Moly Filled Nylon",1,1,9.5,,,,,,21,9.5,,,"Rod","Each","dia","30 mm",18.05,1000,,,30,"Rod","Black",,,,,,
2100325,"R300-BLK","Black Cast Nylon Rod 300 dia x 600 L","Moly Filled Nylon",1,1,480,,,,,,21,480,,,"Rod","Each","dia","300 mm",768,600,,,300,"Rod","Black",,,"Pre-order",,,
2100327,"R300-MOLY","Moly Filled Cast Nylon Rod 300 dia x 600 L","Moly Filled Nylon",1,1,480,,,,,,21,480,,,"Rod","Each","dia","300 mm",768,600,,,300,"Rod","Black",,,,,,
2100329,"R40-BLK","Black Cast Nylon Rod 40 dia x 1000  L","Moly Filled Nylon",1,1,14.7,,,,,,21,14.7,,,"Rod","Each","dia","40 mm",27.93,1000,,,40,"Rod","Black",,,"Pre-order",,,
2100331,"R40-MOLY","Moly Filled Cast Nylon Rod 40 dia x 1000  L","Moly Filled Nylon",1,1,14.7,,,,,,21,14.7,,,"Rod","Each","dia","40 mm",27.93,1000,,,40,"Rod","Black",,,,,,
2100336,"R50-BLK","Black Cast Nylon Rod 50 dia x 1000  L","Black Nylon",1,1,22.1,,,,,,21,22.1,,,"Rod","Each","dia","50 mm",41.99,1000,,,50,"Rod","Black",,,"Pre-order",,,
2100341,"R60-BLK","Black Cast Nylon Rod 60 dia x 1000  L","Black Nylon",1,1,32,,,,,,21,32,,,"Rod","Each","dia","50 mm",60.8,1000,,,50,"Rod","Black",,,,,,
2100343,"R60-MOLY","Moly Filled Cast Nylon Rod 60 dia x 1000  L","Moly Filled Nylon",1,1,32,,,,,,21,32,,,"Rod","Each","dia","60 mm",60.8,1000,,,60,"Rod","Black",,,,,,
2100347,"R70-BLK","Black Cast Nylon Rod 70 dia x 1000  L","Black Nylon",1,1,44,,,,,,21,44,,,"Rod","Each","dia","60 mm",83.6,1000,,,60,"Rod","Black",,,,,,
2100349,"R70-MOLY","Moly Filled Cast Nylon Rod 70 dia x 1000  L","Moly Filled Nylon",1,1,44,,,,,,21,44,,,"Rod","Each","dia","70 mm",83.6,1000,,,70,"Rod","Black",,,,,,
2100353,"R80-BLK","Black Cast Nylon Rod 80 dia x 1000  L","Black Nylon",1,1,57,,,,,,21,57,,,"Rod","Each","dia","70 mm",108.3,1000,,,70,"Rod","Black",,,,,,
2100358,"R90-BLK","Black Cast Nylon Rod 90 dia x 1000  L","Black Nylon",1,1,72,,,,,,21,72,,,"Rod","Each","dia","80 mm",136.8,1000,,,80,"Rod","Black",,,"Pre-order",,,
2100360,"R90-MOLY","Moly Filled Cast Nylon Rod 90 dia x 1000  L","Moly Filled Nylon",1,1,75.79,,,,,,21,75.79,,,"Rod","Each","dia","90 mm",144,1000,,,90,"Rod","Black",,,,,,
2100365,"UH06-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 6 T","UHMWPE",1,1,301,,,,,,21,301,,,"Sheet","Each","Thickness","6 mm",541.8,3050,1220,6,,"Sheet","Black",,,"Pre-order",,,
2100369,"UH08-BLK","UHMWPE Black Sheet 2000 x 1000  x 8 T","UHMWPE",1,1,177.5,,,,,,21,177.5,,,"Sheet","Each","Thickness","8 mm",319.5,2000,1000,8,,"Sheet","Black",,,,,,
2100370,"UH08-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 8 T","UHMWPE",1,1,266.2,,,,,,21,266.2,,,"Sheet","Each","Thickness","8 mm",479.16,3000,1000,8,,"Sheet","Black",,,,,,
2100371,"UH08-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 8 T","UHMWPE",1,1,352,,,,,,21,352,,,"Sheet","Each","Thickness","8 mm",563.2,3050,1220,8,,"Sheet","Black",,,,,,
2100376,"UH08-REG","UHMWPE Regrind Sheet 2000 x 1000  x 8 T","UHMWPE",1,1,140.6,,,,,,21,140.6,,,"Sheet","Each","Thickness","8 mm",253.08,2000,1000,8,,"Sheet","Black",,,"Pre-order",,,
2100377,"UH08-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 8 T","UHMWPE",1,1,210.9,,,,,,21,210.9,,,"Sheet","Each","Thickness","8 mm",379.62,3000,1000,8,,"Sheet","Black",,,,,,
2100378,"UH10-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 10 T","UHMWPE",1,1,324.9,,,,,,21,324.9,,,"Sheet","Each","Thickness","10 mm",519.84,3000,1000,10,,"Sheet","Black",,,,,,
2100379,"UH10-BLK","UHMWPE Black Sheet 2000 x 1000  x 10 T","UHMWPE",1,1,206.6,,,,,,21,206.6,,,"Sheet","Each","Thickness","10 mm",371.88,2000,1000,10,,"Sheet","Black",,,,,,
2100380,"UH10-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 10 T","UHMWPE",1,1,310,,,,,,21,310,,,"Sheet","Each","Thickness","10 mm",527,3000,1000,10,,"Sheet","Black",,,"Pre-order",,,
2100385,"UH10-REG","UHMWPE Regrind Sheet 2000 x 1000  x 10 T","UHMWPE",1,1,159.1,,,,,,21,159.1,,,"Sheet","Each","Thickness","10 mm",286.38,2000,1000,10,,"Sheet","Black",,,,,,
2100386,"UH10-REG-3","UHMWPE Regrind Sheet 3000 x1000  x 10 T","UHMWPE",1,1,238.6,,,,,,21,238.6,,,"Sheet","Each","Thickness","10 mm",429.48,3000,1000,10,,"Sheet","Black",,,,,,
2100387,"UH100-BLK","UHMWPE Black Sheet 2000 x 1000  x 100 T","UHMWPE",1,1,1939.1,,,,,,21,1939.1,,,"Sheet","Each","Thickness","100 mm",2714.74,2000,1000,100,,"Sheet","Black",,,,,,
2100389,"UH100-REG","UHMWPE Regrind Sheet 2000 x 1000  x 100 T","UHMWPE",1,1,1511,,,,,,21,1511,,,"Sheet","Each","Thickness","100 mm",2115.4,2000,1000,100,,"Sheet","Black",,,"Pre-order",,,
2100390,"UH12-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 12 T","UHMWPE",1,1,383.35,,,,,,21,383.35,,,"Sheet","Each","Thickness","12 mm",613.36,3000,1000,12,,"Sheet","Black",,,,,,
2100391,"UH12-BLK","UHMWPE Black Sheet 2000 x 1000  x 12 T","UHMWPE",1,1,243.4,,,,,,21,243.4,,,"Sheet","Each","Thickness","12 mm",438.12,2000,1000,12,,"Sheet","Black",,,,,,
2100392,"UH12-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 12 T","UHMWPE",1,1,365.1,,,,,,21,365.1,,,"Sheet","Each","Thickness","12 mm",584.16,3000,1000,12,,"Sheet","Black",,,,,,
2100397,"UH12-REG","UHMWPE Regrind Sheet 2000 x 1000  x 12 T","UHMWPE",1,1,188.3,,,,,,21,188.3,,,"Sheet","Each","Thickness","12 mm",338.94,2000,1000,12,,"Sheet","Black",,,"Pre-order",,,
2100398,"UH12-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 12 T","UHMWPE",1,1,282.4,,,,,,21,282.4,,,"Sheet","Each","Thickness","12 mm",508.32,3000,1000,12,,"Sheet","Black",,,,,,
2100399,"UH15-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 15 T","UHMWPE",1,1,470.5,,,,,,21,470.5,,,"Sheet","Each","Thickness","15 mm",752.8,3000,1000,15,,"Sheet","Black",,,,,,
2100400,"UH15-BLK","UHMWPE Black Sheet 2000 x 1000  x 15 T","UHMWPE",1,1,298.5,,,,,,21,298.5,,,"Sheet","Each","Thickness","15 mm",537.3,2000,1000,15,,"Sheet","Black",,,,,,
2100401,"UH15-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 15 T","UHMWPE",1,1,447.8,,,,,,21,447.8,,,"Sheet","Each","Thickness","15 mm",716.48,3000,1000,15,,"Sheet","Black",,,,,,
2100402,"UH15-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 15 T","UHMWPE",1,1,612,,,,,,21,612,,,"Sheet","Each","Thickness","15 mm",979.2,3050,1220,15,,"Sheet","Black",,,,,,
2100407,"UH15-REG","UHMWPE Regrind Sheet 2000 x 1000  x 15 T","UHMWPE",1,1,230.4,,,,,,21,230.4,,,"Sheet","Each","Thickness","15 mm",414.72,2000,1000,15,,"Sheet","Black",,,"Pre-order",,,
2100408,"UH15-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 15 T","UHMWPE",1,1,345.6,,,,,,21,345.6,,,"Sheet","Each","Thickness","15 mm",552.96,3000,1000,15,,"Sheet","Black",,,,,,
2100409,"UH20-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 20 T","UHMWPE",1,1,585.4,,,,,,21,585.4,,,"Sheet","Each","Thickness","20 mm",936.64,3000,1000,20,,"Sheet","Black",,,"Pre-order",,,
2100410,"UH20-BLK","UHMWPE Black Sheet 2000 x 1000  x 20 T","UHMWPE",1,1,372.1,,,,,,21,372.1,,,"Sheet","Each","Thickness","20 mm",595.36,2000,1000,20,,"Sheet","Black",,,,,,
2100411,"UH20-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 20 T","UHMWPE",1,1,558.2,,,,,,21,558.2,,,"Sheet","Each","Thickness","20 mm",893.12,3000,1000,20,,"Sheet","Black",,,,,,
2100412,"UH20-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 20 T","UHMWPE",1,1,772,,,,,,21,772,,,"Sheet","Each","Thickness","20 mm",1235.2,3050,1220,20,,"Sheet","Black",,,,,,
2100417,"UH20-REG","UHMWPE Regrind Sheet 2000 x 1000  x 20 T","UHMWPE",1,1,283.4,,,,,,21,283.4,,,"Sheet","Each","Thickness","20 mm",510.12,2000,1000,20,,"Sheet","Black",,,,,,
2100418,"UH20-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 20 T","UHMWPE",1,1,425.1,,,,,,21,425.1,,,"Sheet","Each","Thickness","20 mm",680.16,3000,1000,20,,"Sheet","Black",,,,,,
2100419,"UH25-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 25 T","UHMWPE",1,1,708.6,,,,,,21,708.6,,,"Sheet","Each","Thickness","25 mm",1133.76,3000,1000,25,,"Sheet","Black",,,,,,
2100420,"UH25-BLK","UHMWPE Black Sheet 2000 x 1000  x 25 T","UHMWPE",1,1,449.9,,,,,,21,449.9,,,"Sheet","Each","Thickness","25 mm",719.84,2000,1000,25,,"Sheet","Black",,,,,,
2100421,"UH25-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 25 T","UHMWPE",1,1,674.9,,,,,,21,674.9,,,"Sheet","Each","Thickness","25 mm",1079.84,3000,1000,25,,"Sheet","Black",,,,,,
2100422,"UH25-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 25 T","UHMWPE",1,1,932,,,,,,21,932,,,"Sheet","Each","Thickness","25 mm",1491.2,3050,1220,25,,"Sheet","Black",,,,,,
2100427,"UH25-REG","UHMWPE Regrind Sheet 2000 x 1000  x 25 T","UHMWPE",1,1,340.7,,,,,,21,340.7,,,"Sheet","Each","Thickness","25 mm",545.12,2000,1000,25,,"Sheet","Black",,,,,,
2100428,"UH25-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 25 T","UHMWPE",1,1,511.1,,,,,,21,511.1,,,"Sheet","Each","Thickness","25 mm",817.76,3000,1000,25,,"Sheet","Black",,,"Pre-order",,,
2100429,"UH30-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 30 T","UHMWPE",1,1,829.7,,,,,,21,829.7,,,"Sheet","Each","Thickness","30 mm",1327.52,3000,1000,30,,"Sheet","Black",,,,,,
2100430,"UH30-BLK","UHMWPE Black Sheet 2000 x 1000  x 30 T","UHMWPE",1,1,526.8,,,,,,21,526.8,,,"Sheet","Each","Thickness","30 mm",842.88,2000,1000,30,,"Sheet","Black",,,,,,
2100431,"UH30-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 30 T","UHMWPE",1,1,790.2,,,,,,21,790.2,,,"Sheet","Each","Thickness","30 mm",1264.32,3000,1000,30,,"Sheet","Black",,,,,,
2100432,"UH30-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 30 T","UHMWPE",1,1,1094,,,,,,21,1094,,,"Sheet","Each","Thickness","30 mm",1750.4,3050,1220,30,,"Sheet","Black",,,,,,
2100437,"UH30-REG","UHMWPE Regrind Sheet 2000 x 1000  x 30 T","UHMWPE",1,1,397,,,,,,21,397,,,"Sheet","Each","Thickness","30 mm",635.2,2000,1000,30,,"Sheet","Black",,,,,,
2100438,"UH30-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 30 T","UHMWPE",1,1,595.5,,,,,,21,595.5,,,"Sheet","Each","Thickness","30 mm",952.8,3000,1000,30,,"Sheet","Black",,,,,,
2100439,"UH40-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 40 T","UHMWPE",1,1,1100.85,,,,,,21,1100.85,,,"Sheet","Each","Thickness","40 mm",1761.36,3000,1000,40,,"Sheet","Black",,,,,,
2100440,"UH40-BLK","UHMWPE Black Sheet 2000 x 1000  x 40 T","UHMWPE",1,1,694.4,,,,,,21,694.4,,,"Sheet","Each","Thickness","40 mm",1111.04,2000,1000,40,,"Sheet","Black",,,,,,
2100441,"UH40-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 40 T","UHMWPE",1,1,1041.5,,,,,,21,1041.5,,,"Sheet","Each","Thickness","40 mm",1666.4,3000,1000,40,,"Sheet","Black",,,,,,
2100442,"UH40-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 40 T","UHMWPE",1,1,1438,,,,,,21,1438,,,"Sheet","Each","Thickness","40 mm",2300.8,3050,1220,40,,"Sheet","Black",,,,,,
2100447,"UH40-REG","UHMWPE Regrind Sheet 2000 x 1000  x 40 T","UHMWPE",1,1,523.5,,,,,,21,523.5,,,"Sheet","Each","Thickness","40 mm",837.6,2000,1000,40,,"Sheet","Black",,,"Pre-order",,,
2100448,"UH40-REG-1","'UHMWPE Regrind Sheet 1000 x 1000  x 40 T' ","UHMWPE",1,1,261.75,,,,,,21,261.75,,,"Sheet","Each","Thickness","40 mm",471.15,1000,1000,40,,"Sheet","Black",,,,,,
2100449,"UH40-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 40 T","UHMWPE",1,1,785.3,,,,,,21,785.3,,,"Sheet","Each","Thickness","40 mm",1256.48,3000,1000,40,,"Sheet","Black",,,,,,
2100450,"UH50-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,1350.95,,,,,,21,1350.95,,,"Sheet","Each","Thickness","50 mm",2161.52,3000,1000,50,,"Sheet","Black",,,,,,
2100451,"UH50-BLK","UHMWPE Black Sheet 2000 x 1000  x 50 T","UHMWPE",1,1,852.3,,,,,,21,852.3,,,"Sheet","Each","Thickness","50 mm",1363.68,2000,1000,50,,"Sheet","Black",,,,,,
2100452,"UH50-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,1278.4,,,,,,21,1278.4,,,"Sheet","Each","Thickness","50 mm",2045.44,3000,1000,50,,"Sheet","Black",,,"Pre-order",,,
2100453,"UH50-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 50 T","UHMWPE",1,1,1763,,,,,,21,1763,,,"Sheet","Each","Thickness","50 mm",2468.2,3050,1220,50,,"Sheet","Black",,,"Pre-order",,,
2100458,"UH50-REG","UHMWPE Regrind Sheet 2000 x 1000  x 50 T","UHMWPE",1,1,650.1,,,,,,21,650.1,,,"Sheet","Each","Thickness","50 mm",1040.16,2000,1000,50,,"Sheet","Black",,,,,,
2100459,"UH50-REG-1","'UHMWPE Regrind Sheet  1000 x 1000  x 50 T' ","UHMWPE",1,1,325,,,,,,21,325,,,"Sheet","Each","Thickness","50 mm",520,1000,1000,50,,"Sheet","Black",,,,,,
2100460,"UH50-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,975.1,,,,,,21,975.1,,,"Sheet","Each","Thickness","50 mm",1560.16,3000,1000,50,,"Sheet","Black",,,"Pre-order",,,
2100461,"UH60-BLK","UHMWPE Black Sheet 2000 x 1000  x 60 T","UHMWPE",1,1,1052.3,,,,,,21,1052.3,,,"Sheet","Each","Thickness","60 mm",1683.68,2000,1000,60,,"Sheet","Black",,,"Pre-order",,,
2100464,"UH60-REG","UHMWPE Regrind Sheet 2000 x 1000  x 60 T","UHMWPE",1,1,791.7,,,,,,21,791.7,,,"Sheet","Each","Thickness","60 mm",1266.72,2000,1000,60,,"Sheet","Black",,,"Pre-order",,,
2100465,"UH70-BLK","UHMWPE Black Sheet 2000 x 1000  x 70 T","UHMWPE",1,1,1335.9,,,,,,21,1335.9,,,"Sheet","Each","Thickness","70 mm",2137.44,2000,1000,70,,"Sheet","Black",,,,,,
2100467,"UH70-REG","UHMWPE Regrind Sheet 2000 x 1000  x 70 T","UHMWPE",1,1,945.3,,,,,,21,945.3,,,"Sheet","Each","Thickness","70 mm",1512.48,2000,1000,70,,"Sheet","Black",,,,,,
2100468,"UH80-BLK","UHMWPE Black Sheet 2000 x 1000  x 80 T","UHMWPE",1,1,1467.7,,,,,,21,1467.7,,,"Sheet","Each","Thickness","80 mm",2348.32,2000,1000,80,,"Sheet","Black",,,,,,
2100470,"UH80-REG","UHMWPE Regrind Sheet 2000 x 1000  x 80 T","UHMWPE",1,1,1124.8,,,,,,21,1124.8,,,"Sheet","Each","Thickness","80 mm",1799.68,2000,1000,80,,"Sheet","Black",,,,,,
2100471,"UH80-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 80 T","UHMWPE",1,1,1687.2,,,,,,21,1687.2,,,"Sheet","Each","Thickness","80 mm",2362.08,3000,1000,80,,"Sheet","Black",,,,,,
2100472,"UHMWR-100-BLK","UHMWPE Black Rod 100 dia x 1000  L","UHMWPE",1,1,83.8,,,,,,21,83.8,,,"Rod","Each","dia","100 mm",159.22,1000,,,100,"Rod","Black",,,,,,
2100475,"UHMWR-130-BLK","UHMWPE Black Rod 130 dia x 1000  L","UHMWPE",1,1,141.9,,,,,,21,141.9,,,"Rod","Each","dia","130 mm",255.42,1000,,,130,"Rod","Black",,,,,,
2100478,"UHMWR-150-BLK","UHMWPE Black Rod 150 dia x 1000  L","UHMWPE",1,1,188.6,,,,,,21,188.6,,,"Rod","Each","dia","150 mm",339.48,1000,,,150,"Rod","Black",,,,,,
2100482,"UHMWR-180-BLK","UHMWPE Black Rod 180 dia x 1000  L","UHMWPE",1,1,269.2,,,,,,21,269.2,,,"Rod","Each","dia","180 mm",484.56,1000,,,180,"Rod","Black",,,"Pre-order",,,
2100485,"UHMWR-20-BLK","UHMWPE Black Rod 20 dia x 1000  L","UHMWPE",1,1,3.5,,,,,,21,3.5,,,"Rod","Each","dia","20 mm",6.65,1000,,,20,"Rod","Black",,,"Pre-order",,,
2100487,"UHMWR-200-BLK","UHMWPE Black Rod 200 dia x 1000  L","UHMWPE",1,1,334.1,,,,,,21,334.1,,,"Rod","Each","dia","200 mm",534.56,1000,,,200,"Rod","Black",,,,,,
2100490,"UHMWR-250-BLK","UHMWPE Black Rod 250 dia x 1000  L","UHMWPE",1,1,1064,,,,,,21,1064,,,"Rod","Each","dia","250 mm",1702.4,1000,,,250,"Rod","Black",,,,,,
2100492,"UHMWR-30-BLK","UHMWPE Black Rod 30 dia x 1000  L","UHMWPE",1,1,7.8,,,,,,21,7.8,,,"Rod","Each","dia","30 mm",14.82,1000,,,30,"Rod","Black",,,,,,
2100494,"UHMWR-300-BLK","UHMWPE Black Rod 300 dia x 1000  L","UHMWPE",1,1,1568.9,,,,,,21,1568.9,,,"Rod","Each","dia","300 mm",2196.46,1000,,,300,"Rod","Black",,,"Pre-order",,,
2100496,"UHMWR-40-BLK","UHMWPE Black Rod 40 dia x 1000  L","UHMWPE",1,1,13.2,,,,,,21,13.2,,,"Rod","Each","dia","40 mm",25.08,1000,,,40,"Rod","Black",,,,,,
2100498,"UHMWR-50-BLK","UHMWPE Black Rod 50 dia x 1000  L","UHMWPE",1,1,21,,,,,,21,21,,,"Rod","Each","dia","50 mm",39.9,1000,,,50,"Rod","Black",,,,,,
2100501,"UHMWR-60-BLK","UHMWPE Black Rod 60 dia x 1000  L","UHMWPE",1,1,29.8,,,,,,21,29.8,,,"Rod","Each","dia","60 mm",56.62,1000,,,60,"Rod","Black",,,"Pre-order",,,
2100504,"UHMWR-70-BLK","UHMWPE Black Rod 70 dia x 1000  L","UHMWPE",1,1,40.8,,,,,,21,40.8,,,"Rod","Each","dia","70 mm",77.52,1000,,,70,"Rod","Black",,,,,,
2100507,"UHMWR-80-BLK","UHMWPE Black Rod 80 dia x 1000  L","UHMWPE",1,1,52.9,,,,,,21,52.9,,,"Rod","Each","dia","80 mm",100.51,1000,,,80,"Rod","Black",,,,,,
2100510,"UHMWR-90-BLK","UHMWPE Black Rod 90 dia x 1000  L","UHMWPE",1,1,67.3,,,,,,21,67.3,,,"Rod","Each","dia","90 mm",127.87,1000,,,90,"Rod","Black",,,,,,
2100062,"P08-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 8 T","Heat Stab Nylon",1,1,169,,,,,,21,169,,,"Sheet","Each","Thickness","8 mm",304.2,2000,1000,8,,"Sheet","Blue",,,,,,
2100067,"P10-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 10 T","Heat Stab Nylon",1,1,211,,,,,,21,211,,,"Sheet","Each","Thickness","10 mm",379.8,2000,1000,10,,"Sheet","Blue",,,,,,
2100072,"P100-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 100 T","Heat Stab Nylon",1,1,2112,,,,,,21,2112,,,"Sheet","Each","Thickness","100 mm",2956.8,2000,1000,100,,"Sheet","Blue",,,,,,
2100076,"P12-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 12 T","Heat Stab Nylon",1,1,253,,,,,,21,253,,,"Sheet","Each","Thickness","12 mm",455.4,2000,1000,12,,"Sheet","Blue",,,,,,
2100082,"P15-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 15 T","Heat Stab Nylon",1,1,317,,,,,,21,317,,,"Sheet","Each","Thickness","15 mm",507.2,2000,1000,15,,"Sheet","Blue",,,,,,
2100088,"P20-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 20 T","Heat Stab Nylon",1,1,422,,,,,,21,422,,,"Sheet","Each","Thickness","20 mm",675.2,2000,1000,20,,"Sheet","Blue",,,,,,
2100094,"P25-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 25 T","Heat Stab Nylon",1,1,528,,,,,,21,528,,,"Sheet","Each","Thickness","25 mm",844.8,2000,1000,25,,"Sheet","Blue",,,,,,
2100100,"P30-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 30 T","Heat Stab Nylon",1,1,634,,,,,,21,634,,,"Sheet","Each","Thickness","30 mm",1014.4,2000,1000,30,,"Sheet","Blue",,,,,,
